,Player,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,MP,Starts,Min,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKsv,PKm,Save%.1,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Touches,Def,Def.1,Mid,Live,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Tkl,Tkl.1,Tkl%,Blocks,Sh,Pass,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Dead,TB,Sw,TI,In,Out,Str,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,PPA,CrsPA,PrgP,Gls,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,xG,npxG,npxG/Sh,G-xG,np:G-xG,G+A,G-PK,npxG+xAG,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
205,Emi Buendía,"MF,FW",25,26.8,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,11.0,22.4,1.83,0.41,0.1,0.45,15.9,0.0,6.3,6.3,0.13,-1.3,-1.3,,,,,,,,,,,,,
206,Leon Bailey,"FW,MF",24,21.9,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,14.0,27.5,2.33,0.64,0.08,0.29,18.1,0.0,5.3,5.3,0.1,-1.3,-1.3,,,,,,,,,,,,,
207,Ashley Young,DF,37,22.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,20.0,0.66,0.13,0.07,0.33,25.1,0.0,0.5,0.5,0.03,0.5,0.5,,,,,,,,,,,,,
208,Boubacar Kamara,MF,22,19.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,25.0,0.2,0.05,0.0,0.0,29.7,0.0,0.2,0.2,0.05,-0.2,-0.2,,,,,,,,,,,,,
209,Matty Cash,DF,24,20.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,14.3,0.35,0.05,0.0,0.0,26.9,0.0,0.2,0.2,0.03,-0.2,-0.2,,,,,,,,,,,,,
210,Lucas Digne,DF,29,16.7,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,37.5,0.48,0.18,0.13,0.33,20.5,0.0,0.4,0.4,0.05,0.6,0.6,,,,,,,,,,,,,
211,Álex Moreno,DF,29,14.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,23.1,0.88,0.2,0.0,0.0,18.4,0.0,0.6,0.6,0.05,-0.6,-0.6,,,,,,,,,,,,,
212,Danny Ings,FW,30,9.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,48.0,2.73,1.31,0.16,0.33,15.5,2.0,5.3,3.8,0.15,0.7,0.2,,,,,,,,,,,,,
213,Philippe Coutinho,"MF,FW",30,8.8,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,38.1,2.4,0.91,0.05,0.13,21.6,0.0,1.4,1.4,0.07,-0.4,-0.4,,,,,,,,,,,,,
214,Leander Dendoncker,MF,27,7.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.26,0.0,0.0,26.9,0.0,0.0,0.1,0.03,-0.1,-0.1,,,,,,,,,,,,,,
215,Calum Chambers,"DF,MF",27,3.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.51,0.0,0.0,21.6,0.0,0.0,0.1,0.06,-0.1,-0.1,,,,,,,,,,,,,,
216,Robin Olsen,GK,32,3.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
217,Diego Carlos,DF,29,2.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.76,0.0,0.0,15.7,0.0,0.0,0.4,0.09,-0.4,-0.4,,,,,,,,,,,,,,
218,Bertrand Traoré,"FW,MF",26,2.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,33.3,3.48,1.16,0.22,0.67,16.4,0.0,0.7,0.7,0.08,1.3,1.3,,,,,,,,,,,,,
219,Jan Bednarek,DF,26,1.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
220,Ludwig Augustinsson,DF,28,0.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,50.0,2.34,1.17,0.0,0.0,12.7,0.0,0.1,0.1,0.04,-0.1,-0.1,,,,,,,,,,,,,
221,Jhon Durán,"FW,MF",18,1.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,28.6,4.63,1.32,0.0,0.0,19.8,0.0,0.6,0.6,0.08,-0.6,-0.6,,,,,,,,,,,,,
222,Cameron Archer,"FW,MF",21,0.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
223,Morgan Sanson,MF,27,0.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
224,Ezri Konsa,DF,24,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,37.0,"3,322",,,,,,,,,,0.0,,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.3,,,,,,56.0,0.0,,,,,,,,0.0,1.1,1.1,,,,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
225,Emiliano Martínez,GK,29,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,36.0,"3,139",,,,,,,,,,0.0,,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3,,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
226,Ollie Watkins,FW,26,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,36.0,"3,127",,,,,,,,,,2.0,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.8,,,,,,39.0,15.0,,,,,,,,1.0,16.5,14.9,,,,21.0,14.0,18.7,0.43,0.17,0.6,0.4,0.58,0.47,0.11,0.58,0.43,0.54
227,Tyrone Mings,DF,29,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,35.0,"3,150",,,,,,,,,,0.0,,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.4,,,,,,111.0,1.0,,,,,,,,0.0,1.2,1.2,,,,3.0,1.0,2.6,0.03,0.06,0.09,0.03,0.09,0.03,0.04,0.07,0.03,0.07
228,Douglas Luiz,MF,24,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,33.0,"2,927",,,,,,,,,,0.0,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.4,,,,,,148.0,6.0,,,,,,,,0.0,2.8,2.8,,,,12.0,6.0,7.2,0.18,0.18,0.37,0.18,0.37,0.09,0.14,0.22,0.09,0.22
229,Jacob Ramsey,"MF,FW",21,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,31.0,"2,636",,,,,,,,,,0.0,,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.1,,,,,,98.0,6.0,,,,,,,,0.0,5.0,5.0,,,,13.0,6.0,10.1,0.2,0.24,0.44,0.2,0.44,0.17,0.17,0.34,0.17,0.34
230,John McGinn,"MF,FW",27,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,30.0,"2,693",,,,,,,,,,0.0,,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.6,,,,,,140.0,1.0,,,,,,,,0.0,2.4,2.4,,,,4.0,1.0,5.0,0.03,0.1,0.13,0.03,0.13,0.08,0.09,0.17,0.08,0.17
231,Emi Buendía,"MF,FW",25,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,27.0,"2,412",,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.7,,,,,,138.0,5.0,,,,,,,,0.0,6.3,6.3,,,,7.0,5.0,12.0,0.19,0.07,0.26,0.19,0.26,0.24,0.21,0.45,0.24,0.45
232,Leon Bailey,"FW,MF",24,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,26.0,"1,967",,,,,,,,,,0.0,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.8,,,,,,28.0,4.0,,,,,,,,0.0,5.3,5.3,,,,8.0,4.0,10.1,0.18,0.18,0.37,0.18,0.37,0.24,0.22,0.46,0.24,0.46
233,Ashley Young,DF,37,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,23.0,"2,036",,,,,,,,,,0.0,,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,107.0,1.0,,,,,,,,0.0,0.5,0.5,,,,1.0,1.0,1.4,0.04,0.0,0.04,0.04,0.04,0.02,0.04,0.06,0.02,0.06
234,Boubacar Kamara,MF,22,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,21.0,"1,777",,,,,,,,,,0.0,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8,,,,,,84.0,0.0,,,,,,,,0.0,0.2,0.2,,,,1.0,0.0,1.0,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05
235,Matty Cash,DF,24,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,20.0,"1,820",,,,,,,,,,0.0,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7,,,,,,75.0,0.0,,,,,,,,0.0,0.2,0.2,,,,1.0,0.0,0.9,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05
236,Lucas Digne,DF,29,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,18.0,"1,502",,,,,,,,,,0.0,,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.9,,,,,,57.0,1.0,,,,,,,,0.0,0.4,0.4,,,,1.0,1.0,2.3,0.06,0.0,0.06,0.06,0.06,0.02,0.11,0.14,0.02,0.14
237,Álex Moreno,DF,29,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,14.0,"1,329",,,,,,,,,,0.0,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,37.0,0.0,,,,,,,,0.0,0.6,0.6,,,,3.0,0.0,3.7,0.0,0.2,0.2,0.0,0.2,0.04,0.21,0.25,0.04,0.25
238,Danny Ings,FW,30,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,8.0,824,,,,,,,,,,2.0,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.2,,,,,,12.0,6.0,,,,,,,,2.0,5.3,3.8,,,,6.0,4.0,5.0,0.66,0.0,0.66,0.44,0.44,0.59,0.13,0.71,0.41,0.54
239,Philippe Coutinho,"MF,FW",30,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,7.0,788,,,,,,,,,,0.0,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5,,,,,,48.0,1.0,,,,,,,,0.0,1.4,1.4,,,,1.0,1.0,1.8,0.11,0.0,0.11,0.11,0.11,0.16,0.05,0.21,0.16,0.21
240,Leander Dendoncker,MF,27,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,7.0,697,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5,,,,,,18.0,0.0,,,,,,,,0.0,0.1,0.1,,,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07
241,Calum Chambers,"DF,MF",27,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,353,,,,,,,,,,0.0,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3,,,,,,16.0,0.0,,,,,,,,0.0,0.1,0.1,,,,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1
242,Robin Olsen,GK,32,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,281,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Diego Carlos,DF,29,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,205,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,11.0,0.0,,,,,,,,0.0,0.4,0.4,,,,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.18,0.16,0.18
244,Bertrand Traoré,"FW,MF",26,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,233,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1,,,,,,9.0,2.0,,,,,,,,0.0,0.7,0.7,,,,2.0,2.0,0.8,0.77,0.0,0.77,0.77,0.77,0.28,0.03,0.3,0.28,0.3
245,Jan Bednarek,DF,26,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,100,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,5.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Ludwig Augustinsson,DF,28,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,77,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,0.0,0.1,0.1,,,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
247,Jhon Durán,"FW,MF",18,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,136,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,4.0,0.0,,,,,,,,0.0,0.6,0.6,,,,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.37,0.02,0.39,0.37,0.39
248,Cameron Archer,"FW,MF",21,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,49,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Morgan Sanson,MF,27,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,11,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,1.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Lamare Bogarde,"DF,MF",18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Tim Iroegbunam,MF,19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Filip Marshall,GK,19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Marvelous Nakamba,MF,28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Tommi O'Reilly,MF,18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Travis Patterson,MF,16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Seb Revan,DF,19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Viljami Sinisalo,GK,20,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Sil Swinkels,DF,18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
